Rank_ID,Rank_Title,Working Area,Pay in ($),Location,Experience Level,Certification Required,Key Skills
J2309,Security Compliance Manager,Incident Takeover,110031,United Kingdom,Senior,CCNA,Mitigation
J2310,Security Consultant,Security Manager,97518,America,Entry-Level,CCNA,Threat Management
J2311,Security Compliance Manager,Incident Takeover,95796,China,Entry-Level,CCNA,Threat Management
J2312,GRC Manager,Incident Takeover,91053,China,Senior,CompTIA Security+,Mitigation
J2313,Security Architect,Cloud Security and Architect,121016,United Kingdom,Senior,CompTIA Security+,Linux
J2314,Penetration Tester,GRC,88119,Denmark,Mid-Level,CISSP,Vulnerability Assessment
J2315,Security Architect,Network Monitoring and Security,124967,Denmark,Mid-Level,CCNA,Mitigation
J2316,Security Compliance Manager,Network Monitoring and Security,109457,Canada,Mid-Level,CISSP,Linux
J2317,Security Consultant,Security Manager,112335,New York,Senior,Ethical Hacking,Linux
J2318,Penetration Tester,Application and Web Security,91740,United Kingdom,Mid-Level,CISSP,Vulnerability Assessment
J2319,Security Consultant,GRC,91523,Denmark,Entry-Level,Ethical Hacking,Secure Software
J2320,Penetration Tester,Incident Takeover,100395,China,Mid-Level,Ethical Hacking,Mitigation
J2321,Cloud Architect,GRC,105040,New York,Senior,Ethical Hacking,Secure Software
J2322,Penetration Tester,GRC,105760,Germany,Mid-Level,CISSP,Mitigation
J2323,Penetration Tester,GRC,99245,China,Entry-Level,CompTIA Security+,Mitigation
J2324,Penetration Tester,GRC,97590,Germany,Mid-Level,CISSP,Linux
J2325,Security Architect,Application and Web Security,123718,America,Mid-Level,CCNA,Python
J2326,Security Compliance Manager,Security Manager,93287,Denmark,Mid-Level,CCNA,Secure Software
J2327,Security Architect,Cloud Security and Architect,101358,New York,Entry-Level,Ethical Hacking,Vulnerability Assessment
J2328,Penetration Tester,Security Manager,117366,America,Entry-Level,CISSP,Threat Management
J2329,Penetration Tester,Cloud Security and Architect,97279,Germany,Entry-Level,CCIE,Linux
J2330,Security Architect,GRC,114205,Canada,Entry-Level,CCIE,Threat Management
J2331,Penetration Tester,Network Monitoring and Security,88421,United Kingdom,Senior,Ethical Hacking,Vulnerability Assessment
J2332,Penetration Tester,Application and Web Security,99453,China,Mid-Level,CISSP,Linux
J2333,Penetration Tester,Cloud Security and Architect,108162,Germany,Entry-Level,CCIE,Threat Management
J2334,Security Architect,Cloud Security and Architect,100076,United Kingdom,Entry-Level,CompTIA Security+,Python
J2335,Security Compliance Manager,Penetration Tester,105893,Germany,Entry-Level,Ethical Hacking,Secure Software
J2336,Cloud Architect,Network Monitoring and Security,100637,China,Mid-Level,CCIE,Vulnerability Assessment
J2337,Security Architect,Penetration Tester,107551,New York,Entry-Level,Ethical Hacking,Python
J2338,Security Consultant,Application and Web Security,105036,Canada,Senior,CCNA,Vulnerability Assessment
J2339,Cloud Architect,Penetration Tester,102225,China,Senior,Ethical Hacking,Vulnerability Assessment
J2340,GRC Manager,GRC,87432,America,Entry-Level,Ethical Hacking,Threat Management
J2341,GRC Manager,Incident Takeover,103243,Germany,Mid-Level,CISSP,Secure Software
J2342,Cloud Architect,Security Manager,96015,Canada,Entry-Level,Ethical Hacking,Python
J2343,Security Compliance Manager,Incident Takeover,104165,United Kingdom,Entry-Level,CISSP,Mitigation
J2344,Security Architect,Application and Web Security,107815,New York,Mid-Level,CISSP,Linux
J2345,GRC Manager,Application and Web Security,118292,United Kingdom,Entry-Level,Ethical Hacking,Python
J2346,Security Compliance Manager,Cloud Security and Architect,120315,Germany,Entry-Level,Ethical Hacking,Threat Management
J2347,GRC Manager,Penetration Tester,89593,Canada,Entry-Level,CCNA,Python
J2348,Penetration Tester,Network Monitoring and Security,93456,Canada,Entry-Level,CompTIA Security+,Python
J2349,Security Architect,Application and Web Security,139454,Germany,Mid-Level,CCIE,Python
J2350,Penetration Tester,Network Monitoring and Security,144696,China,Mid-Level,Ethical Hacking,Secure Software
J2351,Security Compliance Manager,Incident Takeover,99666,Canada,Entry-Level,CCNA,Mitigation
J2352,Security Consultant,Incident Takeover,83348,China,Senior,CISSP,Threat Management
J2353,Cloud Architect,Security Manager,104357,Canada,Entry-Level,CCIE,Vulnerability Assessment
J2354,Cloud Architect,Penetration Tester,96004,China,Mid-Level,CCIE,Secure Software
J2355,GRC Manager,Network Monitoring and Security,105099,United Kingdom,Senior,CCNA,Mitigation
J2356,Security Compliance Manager,Application and Web Security,115246,United Kingdom,Entry-Level,Ethical Hacking,Threat Management
J2357,Security Compliance Manager,Security Manager,108128,Germany,Senior,CCNA,Threat Management
J2358,Security Consultant,Penetration Tester,93282,Germany,Entry-Level,CompTIA Security+,Mitigation
J2359,Security Architect,Cloud Security and Architect,112855,China,Senior,CISSP,Secure Software
J2360,Penetration Tester,Application and Web Security,140873,America,Senior,CCNA,Mitigation
J2361,Penetration Tester,Security Manager,123368,Denmark,Mid-Level,Ethical Hacking,Python
J2362,Penetration Tester,GRC,95405,Denmark,Mid-Level,Ethical Hacking,Vulnerability Assessment
J2363,GRC Manager,Application and Web Security,98455,Germany,Mid-Level,Ethical Hacking,Mitigation
J2364,Security Compliance Manager,Cloud Security and Architect,88791,Canada,Entry-Level,CCIE,Threat Management
J2365,GRC Manager,Network Monitoring and Security,116134,Germany,Senior,CISSP,Python
J2366,Security Compliance Manager,Penetration Tester,113064,United Kingdom,Senior,CISSP,Vulnerability Assessment
J2367,Security Consultant,Security Manager,124402,United Kingdom,Mid-Level,Ethical Hacking,Threat Management
J2368,Security Compliance Manager,GRC,113431,Denmark,Entry-Level,CCIE,Python
J2369,GRC Manager,Security Manager,118328,Germany,Mid-Level,CISSP,Python
J2370,GRC Manager,Cloud Security and Architect,91710,Denmark,Senior,CISSP,Vulnerability Assessment
J2371,Security Compliance Manager,GRC,84314,Canada,Senior,CompTIA Security+,Vulnerability Assessment
J2372,Security Consultant,Cloud Security and Architect,124996,New York,Entry-Level,Ethical Hacking,Threat Management
J2373,Security Consultant,Cloud Security and Architect,98651,New York,Mid-Level,Ethical Hacking,Mitigation
J2374,Penetration Tester,Penetration Tester,91805,United Kingdom,Mid-Level,CISSP,Mitigation
J2375,Security Architect,Network Monitoring and Security,104525,Canada,Entry-Level,CompTIA Security+,Linux
J2376,GRC Manager,Application and Web Security,108518,America,Senior,Ethical Hacking,Threat Management
J2377,Cloud Architect,Penetration Tester,104820,America,Senior,Ethical Hacking,Secure Software
J2378,GRC Manager,Application and Web Security,101106,China,Entry-Level,Ethical Hacking,Secure Software
J2379,Penetration Tester,GRC,117716,Germany,Entry-Level,CCNA,Python
J2380,Security Compliance Manager,Application and Web Security,110420,Denmark,Mid-Level,CISSP,Python
J2381,Penetration Tester,Incident Takeover,107189,Denmark,Mid-Level,CISSP,Secure Software
J2382,Security Compliance Manager,Security Manager,100038,New York,Entry-Level,CCNA,Linux
J2383,Security Consultant,Application and Web Security,99780,China,Entry-Level,CISSP,Threat Management
J2384,GRC Manager,Penetration Tester,90593,Denmark,Mid-Level,CompTIA Security+,Vulnerability Assessment
J2385,Cloud Architect,Network Monitoring and Security,96420,United Kingdom,Senior,CCIE,Linux
J2386,Cloud Architect,Security Manager,106353,America,Entry-Level,CISSP,Vulnerability Assessment
J2387,Cloud Architect,Network Monitoring and Security,93557,Denmark,Senior,CCIE,Python
J2388,Security Consultant,Network Monitoring and Security,102671,China,Mid-Level,CCNA,Linux
J2389,Cloud Architect,GRC,110468,New York,Senior,CCIE,Threat Management
J2390,Cloud Architect,Security Manager,111240,Denmark,Senior,CCIE,Python
J2391,Security Consultant,Security Manager,81438,China,Mid-Level,CompTIA Security+,Python
J2392,Security Compliance Manager,Network Monitoring and Security,118035,Denmark,Senior,CCNA,Vulnerability Assessment
J2393,Cloud Architect,Incident Takeover,101584,New York,Entry-Level,CCIE,Vulnerability Assessment
J2394,Security Consultant,Network Monitoring and Security,80608,United Kingdom,Entry-Level,Ethical Hacking,Threat Management
J2395,Security Consultant,Security Manager,104076,Germany,Senior,Ethical Hacking,Secure Software
J2396,Security Compliance Manager,GRC,119581,United Kingdom,Senior,CompTIA Security+,Linux
J2397,Security Consultant,Penetration Tester,105008,America,Senior,CompTIA Security+,Threat Management
J2398,Penetration Tester,Incident Takeover,99607,Germany,Mid-Level,CCIE,Python
J2399,Penetration Tester,GRC,123501,Denmark,Entry-Level,CCNA,Linux
J2400,GRC Manager,Cloud Security and Architect,95343,Germany,Entry-Level,CCIE,Python
J2401,Security Consultant,GRC,134260,America,Entry-Level,CCIE,Secure Software
J2402,Security Compliance Manager,GRC,110608,Denmark,Entry-Level,CCNA,Vulnerability Assessment
J2403,Penetration Tester,Security Manager,109080,Denmark,Mid-Level,CCNA,Secure Software
J2404,Security Compliance Manager,Security Manager,112918,United Kingdom,Senior,CCIE,Linux
J2405,Security Compliance Manager,GRC,111422,Denmark,Mid-Level,CCIE,Mitigation
J2406,Security Compliance Manager,Incident Takeover,93639,New York,Mid-Level,Ethical Hacking,Linux
J2407,GRC Manager,Penetration Tester,96997,Denmark,Senior,Ethical Hacking,Python
J2408,Cloud Architect,Application and Web Security,107753,United Kingdom,Mid-Level,CCNA,Vulnerability Assessment
J2409,Penetration Tester,Security Manager,105815,Denmark,Entry-Level,Ethical Hacking,Linux
J2410,Security Architect,Network Monitoring and Security,117463,Denmark,Mid-Level,CCNA,Secure Software
J2411,Security Consultant,Security Manager,96835,Canada,Entry-Level,CISSP,Mitigation
J2412,Security Consultant,GRC,108674,China,Entry-Level,CCIE,Vulnerability Assessment
J2413,Security Compliance Manager,Security Manager,104280,New York,Mid-Level,CCIE,Vulnerability Assessment
J2414,Security Consultant,GRC,98775,United Kingdom,Senior,CompTIA Security+,Vulnerability Assessment
J2415,Security Consultant,Cloud Security and Architect,102768,Germany,Entry-Level,CISSP,Mitigation
J2416,GRC Manager,GRC,97721,United Kingdom,Entry-Level,Ethical Hacking,Python
J2417,Security Architect,GRC,101917,New York,Mid-Level,CCNA,Threat Management
J2418,Security Consultant,Network Monitoring and Security,80845,China,Senior,CISSP,Vulnerability Assessment
J2419,Security Consultant,Penetration Tester,94257,Canada,Mid-Level,CCNA,Vulnerability Assessment
J2420,Security Consultant,Application and Web Security,96114,China,Mid-Level,CompTIA Security+,Mitigation
J2421,Security Consultant,Cloud Security and Architect,92093,New York,Senior,CCIE,Vulnerability Assessment
J2422,Security Consultant,Application and Web Security,81055,Denmark,Senior,CCNA,Threat Management
J2423,Security Architect,GRC,144868,Germany,Mid-Level,CCNA,Threat Management
J2424,Security Architect,GRC,106458,America,Entry-Level,CompTIA Security+,Secure Software
J2425,GRC Manager,Penetration Tester,124573,Denmark,Senior,CISSP,Vulnerability Assessment
J2426,Security Architect,Security Manager,115124,New York,Senior,CCIE,Linux
J2427,Penetration Tester,Penetration Tester,94589,New York,Senior,CISSP,Linux
J2428,Security Consultant,Incident Takeover,80603,Canada,Mid-Level,CISSP,Python
J2429,Security Compliance Manager,GRC,119493,United Kingdom,Entry-Level,CISSP,Vulnerability Assessment
J2430,Security Consultant,Incident Takeover,107070,United Kingdom,Entry-Level,CCIE,Vulnerability Assessment
J2431,Security Consultant,Network Monitoring and Security,107187,America,Entry-Level,CompTIA Security+,Mitigation
J2432,GRC Manager,Application and Web Security,89222,America,Mid-Level,CISSP,Secure Software
J2433,Security Architect,Application and Web Security,114282,Denmark,Senior,CompTIA Security+,Python
J2434,Penetration Tester,Penetration Tester,94602,Canada,Senior,CCNA,Secure Software
J2435,Security Consultant,Security Manager,103904,United Kingdom,Senior,CCIE,Secure Software
J2436,GRC Manager,Network Monitoring and Security,82840,New York,Mid-Level,Ethical Hacking,Linux
J2437,Security Compliance Manager,Application and Web Security,92702,China,Mid-Level,CISSP,Linux
J2438,Security Architect,Security Manager,105647,United Kingdom,Senior,CISSP,Python
J2439,GRC Manager,Security Manager,98964,Germany,Entry-Level,Ethical Hacking,Mitigation
J2440,Cloud Architect,Security Manager,123342,China,Entry-Level,CompTIA Security+,Python
J2441,Penetration Tester,Incident Takeover,117415,New York,Entry-Level,CCIE,Python
J2442,Security Consultant,Application and Web Security,123792,United Kingdom,Mid-Level,CCIE,Python
J2443,Security Compliance Manager,Application and Web Security,115095,Germany,Mid-Level,CISSP,Threat Management
J2444,Penetration Tester,GRC,125357,America,Entry-Level,CCIE,Secure Software
J2445,Penetration Tester,Security Manager,119545,China,Mid-Level,CompTIA Security+,Python
J2446,Cloud Architect,Network Monitoring and Security,143063,Denmark,Senior,CISSP,Mitigation
J2447,Cloud Architect,Application and Web Security,102104,Canada,Mid-Level,CCIE,Mitigation
J2448,Penetration Tester,Cloud Security and Architect,98393,New York,Entry-Level,CCNA,Vulnerability Assessment
J2449,Cloud Architect,Incident Takeover,104851,China,Mid-Level,CompTIA Security+,Python
J2450,Security Architect,Security Manager,93095,Germany,Mid-Level,Ethical Hacking,Python
J2451,Penetration Tester,GRC,95141,Germany,Senior,CCIE,Linux
J2452,Security Compliance Manager,Application and Web Security,99026,America,Entry-Level,CCIE,Secure Software
J2453,Security Consultant,Security Manager,107331,Germany,Senior,Ethical Hacking,Mitigation
J2454,GRC Manager,Penetration Tester,103484,Denmark,Entry-Level,CCIE,Threat Management
J2455,Security Architect,Security Manager,90396,America,Entry-Level,Ethical Hacking,Secure Software
J2456,GRC Manager,Cloud Security and Architect,138911,Denmark,Entry-Level,CISSP,Python
J2457,Penetration Tester,Network Monitoring and Security,103809,New York,Senior,CCNA,Threat Management
J2458,Penetration Tester,Incident Takeover,100036,United Kingdom,Mid-Level,Ethical Hacking,Threat Management
J2459,Security Architect,Network Monitoring and Security,118342,America,Entry-Level,CCIE,Python
J2460,Security Consultant,Cloud Security and Architect,105179,Denmark,Senior,CCIE,Vulnerability Assessment
J2461,Security Consultant,Incident Takeover,122362,United Kingdom,Entry-Level,Ethical Hacking,Threat Management
J2462,Security Architect,Application and Web Security,82403,Germany,Entry-Level,Ethical Hacking,Mitigation
J2463,GRC Manager,Penetration Tester,115404,United Kingdom,Mid-Level,CCIE,Mitigation
J2464,Penetration Tester,Network Monitoring and Security,83029,America,Entry-Level,Ethical Hacking,Linux
J2465,Penetration Tester,Network Monitoring and Security,100752,United Kingdom,Mid-Level,CCIE,Secure Software
J2466,GRC Manager,Application and Web Security,137130,United Kingdom,Entry-Level,CCIE,Linux
J2467,GRC Manager,Cloud Security and Architect,94096,New York,Mid-Level,CompTIA Security+,Python
J2468,Security Compliance Manager,Application and Web Security,109556,Germany,Entry-Level,CCNA,Python
J2469,Security Consultant,GRC,101238,United Kingdom,Senior,CISSP,Linux
J2470,Penetration Tester,GRC,93149,Denmark,Entry-Level,Ethical Hacking,Vulnerability Assessment
J2471,GRC Manager,Penetration Tester,120410,Germany,Mid-Level,CCNA,Python
J2472,GRC Manager,Penetration Tester,106073,China,Mid-Level,CompTIA Security+,Threat Management
J2473,Security Consultant,GRC,143427,New York,Mid-Level,CCIE,Threat Management
J2474,Security Architect,Network Monitoring and Security,82820,United Kingdom,Entry-Level,CISSP,Mitigation
J2475,Cloud Architect,Cloud Security and Architect,120971,China,Entry-Level,CISSP,Threat Management
J2476,GRC Manager,Application and Web Security,104690,Denmark,Senior,CompTIA Security+,Mitigation
